id,board,black_score,best_move
1042,r2qrbk1/1p1n1ppb/4p2p/3pP2P/p2p2N1/P2P1QP1/1PP2PB1/R1B1R1K1 b - - 1 19,195.0,a8c8
1043,2rqrbk1/1p1n1ppb/4p2p/3pP2P/p2p2N1/P2P1QP1/1PP1RPB1/R1B3K1 b - - 3 20,189.0,c8c6
1044,3qrbk1/1p1n1ppb/2r1p2p/3pP2P/p2p2N1/P2P1QPB/1PP1RP2/R1B3K1 b - - 5 21,228.0,d8c7
1045,4rbk1/1pqn1ppb/2r1p2p/3pP2P/p2p1BN1/P2P1QPB/1PP1RP2/R5K1 b - - 7 22,237.0,c7b6
1046,4rbk1/1pqn1ppb/4p2p/3pP2P/p2p1BN1/P2P1QPB/1PR2P2/R5K1 b - - 0 23,288.0,c7c2
1047,4rbk1/1p1n1ppb/4p2p/3pP2P/p2p1BN1/P2P1QPB/1Pq2P2/3R2K1 b - - 1 24,332.0,c2b2
1048,4rbk1/1p1n1ppb/4p2B/3pP2P/p2p2N1/P2P1QPB/1q3P2/3R2K1 b - - 0 25,417.0,g7h6
1049,4rbk1/1p1n1p1b/4p2p/3pP2P/p2p1QN1/P2P2PB/1q3P2/3R2K1 b - - 1 26,491.0,h7f5
1050,4rbk1/1p1n1p1b/4p2N/3pP2P/p2p1Q2/q2P2PB/5P2/3R2K1 b - - 0 27,457.0,f8h6
1051,4r1k1/1p1n1p1b/4p2Q/3pP2P/p2p4/q2P2PB/5P2/3R2K1 b - - 0 28,451.0,a3f8
1052,4rqk1/1p1n1p1b/4p3/3pP1QP/p2p4/3P2PB/5P2/3R2K1 b - - 2 29,505.0,f8g7
1053,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-11.0,d7d5
1054,rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,-3.0,d7d5
1055,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-15.0,c7c5
1056,rn1qkb1r/ppp1pppp/5n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,-4.0,e7e6
1057,r2qkb1r/pppnpppp/5n2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5,-2.0,e7e6
1058,r2qkb1r/pppn1ppp/4pn2/3p4/3P2b1/1P3NP1/P1P1PPBP/RNBQ1RK1 b kq - 0 6,25.0,c7c6
1059,r2qk2r/pppnbppp/4pn2/3p4/3P2b1/1P3NP1/PBP1PPBP/RN1Q1RK1 b kq - 2 7,32.0,c7c6
1060,r2q1rk1/pppnbppp/4pn2/3p4/2PP2b1/1P3NP1/PB2PPBP/RN1Q1RK1 b - - 0 8,25.0,c7c6
1061,r2q1rk1/pp1nbppp/2p1pn2/3p4/2PP2b1/1P3NP1/PB1NPPBP/R2Q1RK1 b - - 1 9,26.0,h7h6
1062,2rq1rk1/pp1nbppp/2p1pn2/3p4/2PP2b1/1P3NPP/PB1NPPB1/R2Q1RK1 b - - 0 10,23.0,g4f5
1063,2rq1rk1/pp1nbppp/2p1pn2/3p3b/2PP4/1P3NPP/PB1NPPB1/R2QR1K1 b - - 2 11,69.0,f6e4
1064,2r2rk1/pp1nbppp/2p1pn2/q2p3b/2PPP3/1P3NPP/PB1N1PB1/R2QR1K1 b - - 0 12,70.0,h5f3
1065,2r2rk1/pp1nbppp/2p1pn2/q2p4/2PPP3/1P3BPP/PB1N1P2/R2QR1K1 b - - 0 13,61.0,e7b4
1066,2r2rk1/pp1n1ppp/2p1pn2/q2p4/1bPPP3/1P3BPP/PB1NRP2/R2Q2K1 b - - 2 14,70.0,b4d2
1067,2r2rk1/pp1n1ppp/2p1pn2/q2p4/2PPP3/1P3BPP/PB1QRP2/R5K1 b - - 0 15,54.0,a5d2
1068,2r2rk1/pp1n1ppp/2p1pn2/3p4/2PPP3/1P3BPP/PB1R1P2/R5K1 b - - 0 16,51.0,f6e4
1069,2r2rk1/pp1n1ppp/2p1p3/3p4/2PPn3/1P3BPP/PB2RP2/R5K1 b - - 1 17,53.0,d7f6
1070,2r2rk1/pp3ppp/2p1pn2/3p4/2PPn3/1P4PP/PB2RPB1/R5K1 b - - 3 18,85.0,h7h5
1071,2rr2k1/pp3ppp/2p1pn2/3p4/2PPn3/1P4PP/PB2RPBK/R7 b - - 5 19,77.0,e4d6
1072,2rr2k1/p4ppp/2p1pn2/1p1p4/2PPn3/1P3PPP/PB2R1BK/R7 b - - 0 20,39.0,e4d6
1073,2rr2k1/p4ppp/2pnpn2/1pPp4/3P4/1P3PPP/PB2R1BK/R7 b - - 0 21,32.0,d6f5
1074,2rr2k1/p4ppp/2p1pn2/1pPp1n2/1P1P4/5PPP/PB2R1BK/R7 b - - 0 22,171.0,f6h5
1075,2rr2k1/p4ppp/2p1p3/1pPp1n1n/1P1P2P1/5P1P/PB2R1BK/R7 b - - 0 23,180.0,h5f4
1076,2rr2k1/p4ppp/2p1p3/1pPp1n2/1P1P1nP1/5P1P/PB1R2BK/R7 b - - 2 24,204.0,f5h4
1077,2rr2k1/p4ppp/2p1p3/1pPp4/1P1P1nP1/4nP1P/PB1R3K/R6B b - - 4 25,345.0,e3c4
1078,2rr2k1/p4ppp/2p1p3/1pPp4/1PnP1nP1/5P1P/PBR4K/R6B b - - 6 26,369.0,a7a5
1079,2rr2k1/p4ppp/2p1p3/1pPp4/1PnP2P1/2Bn1P1P/P1R4K/R6B b - - 8 27,308.0,e6e5
1080,2rr2k1/p4ppp/2p5/1pPpp3/1PnP2P1/2Bn1P1P/P1R4K/3R3B b - - 1 28,415.0,c4e3
1081,2rr2k1/p4ppp/2p5/1pPpp3/1P1P2P1/2BRnP1P/P1R4K/7B b - - 0 29,427.0,e3c2
1082,2rr2k1/p4ppp/2p5/1pPpP3/1P4P1/2BR1P1P/P1n4K/7B b - - 0 30,435.0,a7a5
1083,2rr2k1/5ppp/2p5/PpPpP3/6P1/2BR1P1P/P1n4K/7B b - - 0 31,465.0,b5b4
1084,2rr2k1/5ppp/2p5/P1PpP3/1p4P1/3R1P1P/PBn4K/7B b - - 1 32,472.0,c8a8
1085,r2r2k1/5ppp/2p5/P1PpP3/1p4P1/5P1P/PBnR3K/7B b - - 3 33,482.0,c2e3
1086,r2r2k1/5ppp/2p5/P1PpP3/1p4P1/4nP1P/PB2R2K/7B b - - 5 34,504.0,e3c4
1087,r2r2k1/5ppp/2p5/P1PpP3/1p4P1/5P1P/PB1R3K/3n3B b - - 7 35,514.0,d1e3
1088,r2r2k1/5ppp/2p5/P1PpP3/1p4P1/5P1P/PR5K/7B b - - 0 36,483.0,a8a5
1089,3r2k1/5ppp/2p5/r1PpP3/1R4P1/5P1P/P6K/7B b - - 0 37,512.0,d5d4
1090,3r2k1/5ppp/2p5/2PpP3/1R4P1/5PKP/r7/7B b - - 1 38,473.0,a2a1
1091,3r2k1/5ppp/2p5/2PpP3/1R3PP1/6KP/2r5/7B b - - 0 39,463.0,c2c5
1092,3r2k1/5ppp/2p5/2rpPP2/1R4P1/6KP/8/7B b - - 0 40,506.0,d5d4
1093,3r2k1/5ppp/2p1P3/2r2P2/1R1p2P1/6KP/8/7B b - - 0 41,498.0,f7e6
1094,3r2k1/6pp/2p1P3/2r5/1R1p2P1/6KP/8/7B b - - 0 42,514.0,c5e5
1095,3r2k1/6pp/2B1P3/4r3/1R1p2P1/6KP/8/8 b - - 0 43,518.0,e5e6
1096,3r2k1/6pp/1RB1r3/8/3p2P1/6KP/8/8 b - - 1 44,678.0,g8f8
1097,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-13.0,d7d5
1098,rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,-2.0,d7d5
1099,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-16.0,c8f5
1100,rn1qkb1r/ppp1pppp/5n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,-9.0,c7c6
1101,r2qkb1r/pppnpppp/5n2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5,-7.0,c7c6
1102,r2qkb1r/pppn1ppp/4pn2/3p4/3P2b1/1P3NP1/P1P1PPBP/RNBQ1RK1 b kq - 0 6,30.0,c7c6
1103,r2qk2r/pppnbppp/4pn2/3p4/3P2b1/1P3NP1/PBP1PPBP/RN1Q1RK1 b kq - 2 7,24.0,c7c6
1104,r2q1rk1/pppnbppp/4pn2/3p4/2PP2b1/1P3NP1/PB2PPBP/RN1Q1RK1 b - - 0 8,23.0,c7c6
1105,r2q1rk1/pp1nbppp/2p1pn2/3p4/2PP2b1/1P3NP1/PB1NPPBP/R2Q1RK1 b - - 1 9,23.0,h7h6
1106,2rq1rk1/pp1nbppp/2p1pn2/3p4/2PP2b1/PP3NP1/1B1NPPBP/R2Q1RK1 b - - 0 10,10.0,h7h6
1107,2rq1rk1/1p1nbppp/2p1pn2/p2p4/2PP2b1/PP3NPP/1B1NPPB1/R2Q1RK1 b - - 0 11,22.0,g4f5
1108,2rq1rk1/1p1nbppp/2p1pn2/p2p3b/2PP4/PP3NPP/1B1NPPB1/R2QR1K1 b - - 2 12,54.0,f6e4
1109,2rq1rk1/1p1nbppp/2p1p3/p2p3b/2PPN3/PP3NPP/1B2PPB1/R2QR1K1 b - - 0 13,49.0,d5e4
1110,2rq1rk1/1p1nbppp/2p1p3/p3N2b/2PPp3/PP4PP/1B2PPB1/R2QR1K1 b - - 1 14,42.0,f7f5
1111,2rq1rk1/1p1nb1pp/2p1p3/p3Np1b/2PPp3/PP4PP/1B2PPB1/R1Q1R1K1 b - - 1 15,83.0,d7e5
1112,2rq1rk1/1p2b1pp/2p1p3/p3Pp1b/2P1p3/PP4PP/1B2PPB1/R1Q1R1K1 b - - 0 16,74.0,f5f4
1113,2r2rk1/1p2b1pp/1qp1p3/p3Pp1b/2P1p3/PPQ3PP/1B2PPB1/R3R1K1 b - - 2 17,167.0,c8d8
1114,3r1rk1/1p2b1pp/1qp1p3/p3Pp1b/2P1p3/PPQ3PP/4PPB1/R1B1R1K1 b - - 4 18,170.0,e7c5
1115,3r1rk1/1p4pp/1qp1p3/p1b1Pp1b/2P1p3/PPQ1B1PP/4PPB1/R3R1K1 b - - 6 19,159.0,c5e3
1116,3r1rk1/1p4pp/1qp1p3/p3Pp1b/2P1p3/PPQ1P1PP/4P1B1/R3R1K1 b - - 0 20,176.0,c6c5
1117,3r1rk1/1pq3pp/2p1p3/p3Pp1b/2P1p3/PPQ1P1PP/4P1B1/3RR1K1 b - - 2 21,174.0,c6c5
1118,5rk1/1pq3pp/2p1p3/p3Pp1b/2P1p3/PPQ1P1PP/4P1B1/3R2K1 b - - 0 22,113.0,f8d8
1119,5rk1/1pq3pp/2pRp3/p3Pp2/2P1p3/PPQ1P1PP/4b1B1/6K1 b - - 1 23,50.0,a5a4
1120,4r1k1/1pq3pp/2pRp3/p1P1Pp2/4p3/PPQ1P1PP/4b1B1/6K1 b - - 0 24,20.0,a5a4
1121,4r1k1/1pq3pp/2pRp3/p1P1Pp2/4p3/PP1bP1PP/6B1/4Q1K1 b - - 2 25,59.0,b7b6
1122,4r2k/1pq3pp/2pRp3/p1P1Pp2/1P2p3/P2bP1PP/6B1/4Q1K1 b - - 0 26,98.0,a5b4
1123,4r2k/1pq3pp/2pRp3/2P1Pp2/1P2p3/3bP1PP/6B1/4Q1K1 b - - 0 27,141.0,d3c4
1124,4r2k/1pq3pp/2pRp3/2P1Pp2/1Pb1p3/4P1PP/6BK/4Q3 b - - 2 28,216.0,c4d5
1125,4r2k/1pq3pp/2pRp3/2PbPp2/1P2p1P1/4P2P/6BK/4Q3 b - - 0 29,237.0,f5g4
1126,r6k/1pq3pp/2pRp3/2PbPp2/1P2p1PQ/4P2P/6BK/8 b - - 2 30,154.0,h7h6
1127,r6k/1pq3pp/2pRp3/2P1PpP1/1Pb1p2Q/4P2P/6BK/8 b - - 0 31,181.0,h8g8
1128,r5k1/1pq3pp/2pRp3/2P1PpPQ/1Pb1p3/4P2P/6BK/8 b - - 2 32,270.0,c7e7
1129,r5k1/1p2q1pp/2pRp1P1/2P1Pp1Q/1Pb1p3/4P2P/6BK/8 b - - 0 33,289.0,h7g6
1130,r5k1/1p2q1p1/2pRp1Q1/2P1Pp2/1Pb1p3/4P2P/6BK/8 b - - 0 34,313.0,a8a3
1131,r5k1/1p2q1p1/2pRp1Q1/2PbPp2/1P2p3/4P1KP/6B1/8 b - - 2 35,437.0,a8a3
1132,6k1/1p2q1p1/2pRp1Q1/2PbPp2/1P2p3/r3P2P/5KB1/8 b - - 4 36,513.0,f5f4
1133,6k1/1p4p1/2pRp1Q1/2PbPp2/1P2p2q/r3P2P/4K1B1/8 b - - 6 37,,a3a2
1134,6k1/1p4p1/2pRp1Q1/2PbPp2/1P2p2q/4P2P/r5B1/3K4 b - - 8 38,,d5b3
1135,6k1/1p4p1/2pRp1Q1/2P1Pp2/1P2p2q/1b2P2P/r5B1/2K5 b - - 10 39,,h4e1
1136,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-31.0,e7e5
1137,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-26.0,b8c6
1138,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-16.0,e7e5
1139,r1bqkbnr/pp2pppp/2np4/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,-36.0,g8f6
1140,r1bqkb1r/pp2pppp/2np1n2/2p5/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 5,-40.0,c5d4
1141,r1bqkb1r/pp2pppp/2np1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 6,-39.0,e7e6
1142,r1bqkb1r/pp2pp1p/2Np1np1/8/2B1P3/2N5/PPP2PPP/R1BQK2R b KQkq - 0 7,-51.0,b7c6
1143,r1bqkb1r/p3pp1p/2pp1np1/8/2B1P3/2N5/PPP2PPP/R1BQ1RK1 b kq - 1 8,-8.0,f8g7
1144,r1bqk2r/p3ppbp/2pp1np1/8/2B1PB2/2N5/PPP2PPP/R2Q1RK1 b kq - 3 9,13.0,e8g8
1145,r1bq1rk1/p3ppbp/2pp1np1/8/2B1PB2/2N5/PPP2PPP/R2QR1K1 b - - 5 10,9.0,c8e6
1146,r1bq1rk1/p4pbp/2pp1np1/4p1B1/2B1P3/2N5/PPP2PPP/R2QR1K1 b - - 1 11,-7.0,h7h6
1147,r1bq1rk1/p4pb1/2pp1npp/4p3/2B1P2B/2N5/PPP2PPP/R2QR1K1 b - - 1 12,-10.0,d8c7
1148,r1b2rk1/p3qpb1/2pp1npp/4p3/2B1P2B/P1N5/1PP2PPP/R2QR1K1 b - - 0 13,33.0,g6g5
1149,r1b2rk1/p3qpb1/2pp1n1p/4p1p1/2B1P3/P1N3B1/1PP2PPP/R2QR1K1 b - - 1 14,33.0,h6h5
1150,r4rk1/p3qpb1/2ppbn1p/4p1p1/4P3/P1NB2B1/1PP2PPP/R2QR1K1 b - - 3 15,41.0,f8d8
1151,r2r2k1/p3qpb1/2ppbn1p/4p1p1/4P2P/P1NB2B1/1PP2PP1/R2QR1K1 b - - 0 16,82.0,f6h7
1152,r2r2k1/p3qpb1/2ppbn1p/4p3/4P1pP/P1N3B1/1PP1BPP1/R2QR1K1 b - - 1 17,93.0,a7a5
1153,r2r2k1/4qpb1/2ppbn1p/p3p3/4P1pP/P1N2PB1/1PP1B1P1/R2QR1K1 b - - 0 18,355.0,f6h5
1154,r2r2k1/4qpb1/2ppb2p/p3p2n/4P1pP/P1N2PB1/1PP1B1PK/R2QR3 b - - 2 19,363.0,h5g3
1155,r2r2k1/4qp2/2ppbb1p/p3p2n/4P1PP/P1N3B1/1PP1B1PK/R2QR3 b - - 0 20,348.0,h5g3
1156,r2r2k1/4qp2/2ppbb1p/p3p3/4P1PP/P1N3K1/1PP1B1P1/R2QR3 b - - 0 21,352.0,f6h4
1157,r2r2k1/4qp2/2ppb2p/p3p3/4P1Pb/P1N4K/1PP1B1P1/R2QR3 b - - 1 22,401.0,h4e1
1158,r2r2k1/4qp2/2ppb2p/p3p3/4P1P1/P1N3PK/1PP1Bb2/R2QR3 b - - 0 23,369.0,f2e1
1159,r2r2k1/4qp2/2ppb2p/p3p3/4P1P1/P1N3PK/1PP1B3/R3Q3 b - - 0 24,359.0,e7g5
1160,r2r2k1/4qp2/2ppb3/p3p2p/4P1P1/P1N3PK/1PP1B3/R2Q4 b - - 1 25,452.0,e7g5
1161,r2r2k1/5p2/2ppb3/p3p1qp/4P1P1/P1N3PK/1PP1B3/R4Q2 b - - 3 26,498.0,h5g4
1162,r2r2k1/5p2/2ppb3/p3p1q1/4P1p1/P1N3P1/1PP1B1K1/R4Q2 b - - 1 27,497.0,g8g7
1163,1r1r2k1/5p2/2ppb3/p3p1q1/4P1p1/P1N3P1/1PP1B1K1/R6Q b - - 3 28,513.0,g8g7
1164,3r2k1/5p2/2ppb3/p3p1q1/4P1p1/P1NB2P1/1rP3K1/R6Q b - - 1 29,564.0,d8b8
1165,3r2k1/5p2/2ppb3/p3p1q1/4P1p1/P1N3P1/2B3K1/R6Q b - - 0 30,554.0,g5d2
1166,3r2k1/5p2/2ppb3/p3p3/4P1p1/P1N3P1/2Bq4/R4K1Q b - - 2 31,570.0,d2c3
1167,3r2k1/5p2/2ppb3/p3p3/4P1p1/P1q3P1/2B3Q1/R4K2 b - - 1 32,956.0,c3a1
1168,3r2k1/5p2/2ppb3/p3p3/4P1p1/P5P1/2B2KQ1/q7 b - - 1 33,996.0,a1d4
1169,3r2k1/5p2/2ppb3/p3p3/4P1p1/P2B2P1/5KQ1/2q5 b - - 3 34,1070.0,c1d2
1170,3r2k1/5p2/2ppb3/p3p3/4P1p1/P2B2P1/3q2Q1/6K1 b - - 5 35,,d2d3
1171,3r2k1/5p2/2ppb3/p3p3/4P1p1/P2q2P1/6QK/8 b - - 1 36,,g8g7
1172,3r4/5pk1/2ppb3/p3p3/4P1p1/P2q2P1/6Q1/6K1 b - - 3 37,,d8h8
1173,7r/5pk1/2ppb3/p3p3/4P1p1/P2q2P1/5Q2/6K1 b - - 5 38,,d3e4
1174,7r/5pk1/2ppb3/p3p3/4P1p1/P5P1/5QK1/3q4 b - - 7 39,,d1h1
1175,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-19.0,g8f6
1176,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-22.0,e7e6
1177,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-18.0,g8f6
1178,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,-14.0,f8b4
1179,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,-16.0,e8g8
1180,rnbqk2r/ppp1bpp1/4pn1p/3p4/2PP3B/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,-13.0,b8d7
1181,rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7,-20.0,f6e4
1182,rnbq1rk1/p1p1bpp1/1p2pn1p/3P4/3P3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 8,7.0,f6d5
1183,rnbq1rk1/p1p1Bpp1/1p2p2p/3n4/3P4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 9,2.0,d8e7
1184,rnb2rk1/p1p1qpp1/1p2p2p/3N4/3P4/4PN2/PP3PPP/R2QKB1R b KQ - 0 10,2.0,e6d5
1185,rnb2rk1/p1p1qpp1/1p5p/3p4/3P4/3BPN2/PP3PPP/R2QK2R b KQ - 1 11,10.0,c7c5
1186,rnb2rk1/p3qpp1/1p5p/2pp4/3P4/3BPN2/PP3PPP/R2Q1RK1 b - - 1 12,21.0,c5c4
1187,rnb2rk1/p3qpp1/1p5p/3p4/2pP4/4PN2/PPB2PPP/R2Q1RK1 b - - 1 13,40.0,b8c6
1188,r1b2rk1/p3qpp1/1pn4p/3p4/2pP4/1P2PN2/P1B2PPP/R2Q1RK1 b - - 0 14,39.0,b6b5
1189,r4rk1/p3qpp1/1pn4p/3p4/2pP2b1/1P2PN1P/P1B2PP1/R2Q1RK1 b - - 0 15,38.0,g4h5
1190,r4rk1/p3qpp1/1pn4p/3p3b/2PP4/4PN1P/P1B2PP1/R2Q1RK1 b - - 0 16,23.0,d5c4
1191,r4rk1/p3qpp1/1pn4p/7b/P1pP4/4PN1P/2B2PP1/R2Q1RK1 b - - 0 17,59.0,a7a6
1192,r4rk1/p3q1p1/1pn4p/5p1b/P1pP4/4PN1P/2B1QPP1/R4RK1 b - - 1 18,4.0,e7f7
1193,r4rk1/p5p1/1pn1q2p/5p1b/P1pP4/4PN1P/2B1QPP1/3R1RK1 b - - 3 19,0.0,c6b4
1194,r4rk1/p5p1/1p2q2p/3P1p1b/Pnp5/4PN1P/2B1QPP1/3R1RK1 b - - 0 20,0.0,e6d6
1195,r4rk1/p5p1/1p1q3p/3P1p1b/PnpR4/4PN1P/2B1QPP1/5RK1 b - - 2 21,0.0,a8c8
1196,2r2rk1/p5p1/1p1q3p/3P1p1b/PnR5/4PN1P/2B1QPP1/5RK1 b - - 0 22,33.0,c8c4
1197,5rk1/p5p1/1p1q3p/3P1p1b/PnQ5/4PN1P/2B2PP1/5RK1 b - - 0 23,21.0,b4c2
1198,5rk1/p5p1/1p1q3p/3P1p2/PnQ5/4PP1P/2B2P2/5RK1 b - - 0 24,15.0,b4c2
1199,5rk1/p5p1/1p1q3p/3P1p2/P7/4PP1P/2Q2P2/5RK1 b - - 0 25,11.0,d6d5
1200,5rk1/p5p1/1p5p/3q1p2/P7/4PP1P/4QP2/5RK1 b - - 1 26,27.0,d5c6
1201,5rk1/p5p1/1pq4p/5p2/P7/4PP1P/4QP2/R5K1 b - - 3 27,39.0,f8f6
1202,5r2/p5pk/1pq4p/5p2/P7/4PP1P/4QPK1/R7 b - - 5 28,70.0,f8f6
1203,8/p5pk/1pq2r1p/5p2/P3P3/5P1P/4QPK1/R7 b - - 0 29,56.0,f6e6
1204,8/p5pk/1pq3rp/5p2/P3P3/5P1P/4QP1K/R7 b - - 2 30,90.0,c6d6
1205,8/p5pk/1p1q2rp/4Pp2/P7/5P1P/4QP1K/R7 b - - 0 31,86.0,d6d4
1206,8/p5pk/1p4rp/4Pp2/P2q4/4QP1P/5P1K/R7 b - - 2 32,,d4a1
1207,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-17.0,g8f6
1208,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-18.0,e7e6
1209,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-19.0,g8f6
1210,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4,4.0,c7c5
1211,rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5,-15.0,e8g8
1212,rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ - 2 6,-19.0,b7b6
1213,rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2NBPN2/PP3PPP/R2QK2R b KQ - 1 7,11.0,c5d4
1214,r1bq1rk1/pp2bppp/2n1pn2/2Pp4/2P2B2/2NBPN2/PP3PPP/R2QK2R b KQ - 0 8,-11.0,d5c4
1215,r1bq1rk1/pp3ppp/2n1pn2/2bP4/5B2/2NBPN2/PP3PPP/R2QK2R b KQ - 0 9,-13.0,f6d5
1216,r1bq1rk1/pp3ppp/2n1p3/2bN4/5B2/3BPN2/PP3PPP/R2QK2R b KQ - 0 10,-6.0,d8d5
1217,r1bq1rk1/pp3ppp/2n5/2bp4/5B2/3BPN2/PP3PPP/R2Q1RK1 b - - 1 11,-32.0,c5e7
1218,r1bq1rk1/pp3ppp/2nB4/3p4/8/3BPN2/PP3PPP/R2Q1RK1 b - - 0 12,-33.0,d8d6
1219,r1b2rk1/pp3ppp/2nq4/3p4/8/3BPN2/PP3PPP/2RQ1RK1 b - - 1 13,-33.0,f8d8
1220,r4rk1/pp1b1ppp/2nq4/1B1p4/8/4PN2/PP3PPP/2RQ1RK1 b - - 3 14,-35.0,f8c8
1221,r4rk1/1p1b1ppp/p1Bq4/3p4/8/4PN2/PP3PPP/2RQ1RK1 b - - 0 15,-45.0,b7c6
1222,r4rk1/3b1ppp/p1pq4/3p4/3Q4/4PN2/PP3PPP/2R2RK1 b - - 1 16,-54.0,f8b8
1223,r4rk1/3b2pp/p1pq1p2/2Qp4/8/4PN2/PP3PPP/2R2RK1 b - - 1 17,-18.0,d6c5
1224,r4rk1/3b2pp/p1p2p2/2Rp4/8/4PN2/PP3PPP/5RK1 b - - 0 18,-16.0,f8b8
1225,rr4k1/3b2pp/p1p2p2/2Rp4/8/1P2PN2/P4PPP/5RK1 b - - 0 19,-12.0,a6a5
1226,rr4k1/3b2pp/2p2p2/p1Rp4/3N4/1P2P3/P4PPP/5RK1 b - - 1 20,-12.0,a5a4
1227,rr4k1/3b2pp/2N2p2/2Rp4/p7/1P2P3/P4PPP/5RK1 b - - 0 21,-13.0,d7c6
1228,rr4k1/6pp/2R2p2/3p4/p7/1P2P3/P4PPP/5RK1 b - - 0 22,-11.0,a4b3
1229,rr4k1/6pp/2R2p2/3p4/8/1P2P3/5PPP/5RK1 b - - 0 23,-13.0,b8b3
1230,r5k1/6pp/5p2/2Rp4/8/1r2P3/5PPP/5RK1 b - - 1 24,3.0,d5d4
1231,r5k1/6pp/5p2/2Rp4/8/3rP2P/5PP1/5RK1 b - - 0 25,0.0,a8d8
1232,6k1/r5pp/5p2/2Rp4/8/3rP2P/5PP1/2R3K1 b - - 2 26,0.0,h7h5
1233,6k1/r5pp/5p2/3R4/3p4/3rP2P/5PP1/2R3K1 b - - 1 27,7.0,d3c3
1234,6k1/r5pp/5p2/3R4/3p4/2R1P2P/5PP1/6K1 b - - 0 28,3.0,d4c3
1235,6k1/r5pp/5p2/2R5/8/2p1P2P/5PP1/6K1 b - - 1 29,2.0,a7a3
1236,6k1/6pp/5p2/2R5/8/2p1P2P/5PPK/r7 b - - 3 30,0.0,a1c1
1237,6k1/6pp/5p2/2R5/8/2p1P1KP/5PP1/2r5 b - - 5 31,0.0,g8f7
1238,8/5kpp/5p2/2R5/8/2p1PK1P/5PP1/2r5 b - - 7 32,1.0,f7e6
1239,8/4k1pp/5p2/2R5/8/2p1P2P/4KPP1/2r5 b - - 9 33,0.0,c1c2
1240,2R5/6pp/3k1p2/8/8/2p1P2P/4KPP1/2r5 b - - 11 34,0.0,c1c2
1241,2R5/6pp/3k1p2/8/8/2p1P2P/2r2PP1/4K3 b - - 13 35,10.0,d6e5
1242,8/3k2pp/5p2/8/2R5/2p1P2P/2r2PP1/4K3 b - - 15 36,8.0,d7e6
